"","price"
"201",499473.404
"202",1414646.753
"203",461359.319
"204",440545.165
"205",356871.233
"206",585974.141
"207",527953.319
"208",547645.425
"209",450346.087
"210",1011992.686
"211",824746.35
"212",635104.583
"213",310959.17
"214",229538.525
"215",510646.131
"216",274698.683
"217",668523.352
"218",186790.421
"219",1719637.636
"220",399871.507
"221",472298.508
"222",325826.705
"223",416281.403
"224",1223588.432
"225",302049.807
"226",238004.279
"227",1074386.219
"228",564217.652
"229",697503.335
"230",512088.935
"231",1026067.473
"232",268135.453
"233",607957
"234",278916.806
"235",391993.633
"236",554698.452
"237",275522.888
"238",295812.229
"239",219260.862
"240",1141736.197
"241",295415.461
"242",392333.501
"243",361528.186
"244",416951.443
"245",348456.361
"246",314066.016
"247",439472.983
"248",566270.633
"249",428564.003
"250",356568.004
"251",688719.401
"252",313772.97
"253",413058.609
"254",918193.657
"255",2602116.935
"256",295963.634
"257",283878.994
"258",913147.88
"259",347473.006
"260",490041.535
"261",367102.744
"262",235866.385
"263",1129923.218
"264",434969.615
"265",561221.602
"266",385268.823
"267",1150460.623
"268",569485.436
"269",411489.632
"270",324874.679
"271",853049.401
"272",224827.046
"273",596048.648
"274",555055.168
"275",753418.614
"276",344377.986
"277",611779.496
"278",567495.665
"279",1288498.944
"280",284639.869
"281",307698.946
"282",755412.826
"283",797689.397
"284",557307.5
"285",1039528.509
"286",327094.11
"287",419103.719
"288",425602.232
"289",186585.384
"290",737416.99
"291",722128.483
"292",715932.25
"293",773346.651
"294",613076.204
"295",824094.503
"296",1200240.9
"297",514396.577
"298",830760.639
"299",626758.598
"300",758666.332
"301",514651.074
"302",321862.483
"303",244740.187
"304",382211.981
"305",699095.03
"306",593682.42
"307",337702.483
"308",541794.69
"309",227404.767
"310",895603.981
"311",243960.036
"312",720348.758
"313",405489.335
"314",2174248.003
"315",419547.274
"316",314544.079
"317",734201.337
"318",634908.731
"319",1073045.565
"320",565538.3
"321",3402093.43
"322",498642.271
"323",196210.867
"324",334397.265
"325",1243785.433
"326",718400.78
"327",1129138.092
"328",485473.282
"329",594369.67
"330",768212.893
"331",604316.103
"332",446255.273
"333",391582.027
"334",568395.645
"335",216157.813
"336",281569.534
"337",1202004.442
"338",448947.575
"339",445886.12
"340",261638.638
"341",2056303.365
"342",266183.984
"343",578306.424
"344",487469.603
"345",468850.26
"346",573324.792
"347",697806.738
"348",964727.742
"349",731371.412
"350",454378.468
"351",383909.27
"352",639597.355
"353",725142.424
"354",632637.652
"355",189212.082
"356",344608.407
"357",628865.927
"358",550102.414
"359",249945.224
"360",341680.917
"361",435942.612
"362",413914.573
"363",462890.9
"364",334835.34
"365",519916.989
"366",320312.464
"367",693443.46
"368",773774.243
"369",707574.171
"370",328724.593
"371",405081.427
"372",300528.623
"373",353737.922
"374",492540.701
"375",1018417.271
"376",216162.593
"377",606667.901
"378",804845.581
"379",1020421.241
"380",336528.324
"381",464461.886
"382",314316.971
"383",713306.514
"384",352655.631
"385",305997.053
"386",649580.293
"387",766700.245
"388",868239.666
"389",439269.677
"390",552435.834
"391",1514981.961
"392",374299.379
"393",481820.303
"394",1359163.741
"395",298549.26
"396",703020.816
"397",458150.497
"398",209543.546
"399",277961.332
"400",415178.12
"401",1120647.83
"402",429035.334
"403",432965.105
"404",447962.995
"405",408385.438
"406",410507.291
"407",499607.247
"408",283697.587
"409",624181.412
"410",255682.485
"411",527922.947
"412",1170784.486
"413",706589.541
"414",268215.604
"415",761281.709
"416",215705.343
"417",1369596.359
"418",384494.544
"419",335452.376
"420",578733.775
"421",285724.651
"422",613517.446
"423",433909.038
"424",362344.926
"425",686525.922
"426",443124.645
"427",470295.77
"428",701873.787
"429",435635.853
"430",226774.13
"431",335144.973
"432",231999.973
"433",910379.04
"434",372379.031
"435",783185.033
"436",1034387.788
"437",218202.338
"438",443759.733
"439",336285.53
"440",959051.907
"441",637169.06
"442",452153.419
"443",250027.254
"444",399389.699
"445",424964.461
"446",354199.858
"447",307114.189
"448",771896.793
"449",696747.628
"450",525435.227
"451",358989.51
"452",672613.428
"453",530831.55
"454",819410.876
"455",281025.615
"456",460943.367
"457",372011.476
"458",296076.46
"459",636076.918
"460",246883.437
"461",621567.847
"462",259383.62
"463",621129.223
"464",357842.86
"465",517380.435
"466",625012.231
"467",489122.071
"468",280540.478
"469",428291.469
"470",529277.436
"471",501847.554
"472",398682.658
"473",497213.039
"474",842003.466
"475",295775.337
"476",1005894.23
"477",280225.462
"478",496903.639
"479",519988.335
"480",529116.512
"481",332016.732
"482",279206.147
"483",687606.873
"484",247194.424
"485",630136.144
"486",443655.643
"487",353649.544
"488",645700.857
"489",384942.08
"490",374822.247
"491",576415.13
"492",462890.9
"493",536598.496
"494",222809.923
"495",890073.761
"496",261069.047
"497",442728.302
"498",811702.37
"499",705535.556
"500",288287.802
"501",482262.444
"502",329535.937
"503",179842.062
"504",535766.815
"505",750744.63
"506",443223.029
"507",637029.326
"508",984744.139
"509",329685.53
"510",1875959.403
"511",480526.518
"512",226472.793
"513",377921.988
"514",505586.377
"515",522548.802
"516",220964.354
"517",582171.1
"518",815339.924
"519",286224.09
"520",349444.339
"521",488573.226
"522",222142.096
"523",246139.256
"524",340606.697
"525",314493.662
"526",492792.895
"527",592987.69
"528",417577.658
"529",655534.151
"530",493021.638
"531",543217.104
"532",573041.808
"533",771942.588
"534",903723.008
"535",272339.84
"536",1320968.673
"537",486789.855
"538",454584.165
"539",447731.926
"540",415285.459
"541",682027.741
"542",264916.223
"543",227108.943
"544",312704.699
"545",638997.839
"546",877424.028
"547",331093.15
"548",268790.551
"549",255082.12
"550",330241.058
"551",681506.269
"552",1424920.757
"553",344824.121
"554",747443.086
"555",912738.107
"556",374952.798
"557",343669.612
"558",683970.489
"559",420905.131
"560",1320268.292
"561",284689.755
"562",420130.87
"563",759479.501
"564",324530.065
"565",410093.216
"566",141723.643
"567",349707.08
"568",490627.32
"569",331695.093
"570",466030.156
"571",222009.24
"572",487605.768
"573",295197.052
"574",266707.438
"575",1124732.552
"576",991224.52
"577",453907.471
"578",743847.056
"579",495895.376
"580",478183.341
"581",491746.706
"582",549023.524
"583",337774.945
"584",381562.353
"585",240482.008
"586",456684.445
"587",187008.73
"588",334226.295
"589",818826.608
"590",244330.652
"591",1813937.97
"592",607433.247
"593",733033.313
"594",398616.841
"595",557960.853
"596",221163.103
"597",276805.507
"598",1100552.08
"599",620345.083
"600",237896.231
"601",466465.279
"602",1437406.001
"603",743530.092
"604",322132.963
"605",697663.236
"606",228899.183
"607",769454.835
"608",228870.775
"609",287368.404
"610",424070.335
"611",594050.491
"612",559161.629
"613",420765.116
"614",395550.628
"615",293207.007
"616",572397.853
"617",468519.708
"618",513254.087
"619",310743.733
"620",622944.358
"621",554788.697
"622",334740.883
"623",354406.336
"624",632942.568
"625",574999.638
"626",638241.371
"627",425140.428
"628",424563.043
"629",2094870.985
"630",549406.378
"631",447209.57
"632",996077.705
"633",236982.734
"634",227540.283
"635",769061.192
"636",1396089.7
"637",441449.304
"638",592781.331
"639",329132.169
"640",686058.973
"641",584845.648
"642",380713.293
"643",289312.739
"644",279348.192
"645",294380.811
"646",269544.672
"647",312568.693
"648",955098.529
"649",529783.557
"650",457825.104
"651",561533.948
"652",431518.274
"653",439928.308
"654",322034.85
"655",229194.992
"656",987762.383
"657",629735.675
"658",870244.154
"659",261638.638
"660",316300.594
"661",1119788.728
"662",394736.346
"663",472783.207
"664",589496.43
"665",247693.726
"666",763722.767
"667",692618.05
"668",383411.555
"669",714292.706
"670",530658.299
"671",1326753.802
"672",1127946.9
"673",329970.21
"674",324571.014
"675",315340.695
"676",868095.786
"677",411999.736
"678",449483.134
"679",427059.576
"680",288419.239
"681",408017.6
"682",313335.996
"683",834557.89
"684",196799.921
"685",1318139.451
"686",857820.254
"687",779550.275
"688",500058.66
"689",382261.965
"690",249182.15
"691",415741.463
"692",593738.989
"693",506522.393
"694",264955.168
"695",262863.758
"696",1325610.995
"697",328600.018
"698",732920.271
"699",928267.696
"700",445940.288
"701",718131.518
"702",582720.426
"703",675273.955
"704",502254.29
"705",580004.169
"706",761279.838
"707",268681.314
"708",990162.692
"709",314066.016
"710",637719.391
"711",297750.336
"712",413811.614
"713",1231972.879
"714",329097.149
"715",603070.6
"716",515296.304
"717",520293.616
"718",546323.418
"719",445797.428
"720",260660.27
"721",518950.487
"722",530531.703
"723",368632.733
"724",434132.265
"725",525983.957
"726",399104.586
"727",328184.486
"728",485478.848
"729",2300555.204
"730",1264176.726
"731",506385.925
"732",241945.403
"733",551452.424
"734",486436.511
"735",931416.003
"736",387343.846
"737",567221.726
"738",697373.179
"739",217325.605
"740",493654.673
"741",522576.45
"742",331915.402
"743",350204.838
"744",363646.273
"745",872989.764
"746",263797.005
"747",379420.18
"748",359203.61
"749",251743.581
"750",485038.058
"751",795183.483
"752",948706.314
"753",398306.933
"754",1546010.212
"755",250454.978
"756",684353.183
"757",379369.133
"758",351392.159
"759",521054.254
"760",869401.842
"761",460079.087
"762",806818.408
"763",365563.963
"764",1377750.217
"765",509981.686
"766",815572.634
"767",792958.271
"768",454811.794
"769",766642.396
"770",940092.124
"771",569600.752
"772",390374.672
"773",339592.646
"774",494922.258
"775",252046.048
"776",446406.213
"777",505614.755
"778",455450.275
"779",432575.84
"780",298587.384
"781",729026.246
"782",588255.313
"783",366931.227
"784",313977.61
"785",269500.813
"786",218043.869
"787",868111.006
"788",893295.8
"789",353353.045
"790",973041.11
"791",323036.93
"792",218493.746
"793",526523.042
"794",272836.157
"795",504813.71
"796",280225.462
"797",392420.556
"798",454436.038
"799",437609.366
"800",1592444.254
"801",520575.126
"802",376157.22
"803",506186.256
"804",581261.661
"805",415898.086
"806",496444.689
"807",226894.727
"808",352386.495
"809",1045009.501
"810",619035.825
"811",598336.264
"812",629175.507
"813",296954.916
"814",752067.335
"815",407777.557
"816",1106180.467
"817",254475.487
"818",352068.772
"819",433788.54
"820",567958.503
"821",1052896.57
"822",422768.806
"823",219641.237
"824",611648.623
"825",340111.356
"826",168749.423
"827",279182.928
"828",704537.954
"829",525309.966
"830",319799.736
"831",324221.604
"832",497803.866
"833",689715.835
"834",261954.93
"835",716775.426
"836",963089.396
"837",1500036.592
"838",867076.115
"839",551445.239
"840",746827.159
"841",466091.323
"842",894194.271
"843",663563.818
"844",470394.553
"845",227303.034
"846",244160.605
"847",321117.958
"848",446045.885
"849",182525.922
"850",1122219.144
"851",198773.618
"852",1658495.006
"853",295714.192
"854",222265
"855",531735.024
"856",550862.646
"857",385130.72
"858",329685.53
"859",515648.324
"860",480425.512
"861",1593448.687
"862",494307.715
"863",864912.476
"864",356903.99
"865",255171.619
"866",280101.567
"867",735432.538
"868",241644.639
"869",2213803.736
"870",727414.541
"871",780737.629
"872",423154.355
"873",345521.112
"874",303390.158
"875",849098.395
"876",365087.255
"877",443176.399
"878",551098.907
"879",334936.753
"880",329708.563
"881",430092.139
"882",571479.564
"883",653468.068
"884",3055790.141
"885",435440.267
"886",2549984.851
"887",673885.573
"888",380576.461
"889",394129.898
"890",278700.617
"891",379191.715
"892",748000.847
"893",723061.444
"894",604415.402
"895",320863.713
"896",350177.327
"897",2403578.109
"898",292071.837
"899",240236.673
"900",248674.39
"901",611614.226
"902",700139.991
"903",420005.925
"904",849892.243
"905",299775.733
"906",223087.656
"907",222009.24
"908",381481.411
"909",2442443.032
"910",343025.063
"911",412122.094
"912",568288.742
"913",689654.371
"914",261638.638
"915",350776.553
"916",1057613.495
"917",600869.201
"918",401026.833
"919",388944.664
"920",567807.557
"921",999269.827
"922",401024.472
"923",563629.03
"924",397079.303
"925",229422.41
"926",714351.526
"927",792026.202
"928",536864.139
"929",769327.904
"930",684392.575
"931",304299.285
"932",619390.578
"933",1005935.415
"934",466924.039
"935",396982.166
"936",449713.707
"937",1060259.906
"938",384040.674
"939",693073.523
"940",576910.144
"941",300487.436
"942",614310.111
"943",1203685.251
"944",916791.06
"945",306390.497
"946",532310.008
"947",636172.31
"948",342488.397
"949",578974.836
"950",429976.661
"951",451522.965
"952",259394.981
"953",460578.48
"954",914330.831
"955",219805.331
"956",652065.049
"957",732710.685
"958",277440.921
"959",816635.702
"960",560589.922
"961",834322.546
"962",1731498.759
"963",658707.604
"964",377202.377
"965",793824.737
"966",388976.262
"967",494898.89
"968",712257.836
"969",318861.552
"970",1104219.075
"971",796640.893
"972",711384.568
"973",721726.988
"974",371604.554
"975",324759.701
"976",320695.722
"977",471600.327
"978",447098.147
"979",425976.688
"980",365776.163
"981",318581.088
"982",233114.015
"983",683988.513
"984",415334.797
"985",274907.756
"986",973255.217
"987",555106.989
"988",576050.912
"989",559903.952
"990",524585.201
"991",895329.74
"992",282800.745
"993",447890.097
"994",365584.935
"995",544639.909
"996",842664.181
"997",583043.774
"998",557657.966
"999",735137.695
"1000",333060.097
"1001",434475.32
"1002",217522.251
"1003",613183.458
"1004",235158.567
"1005",518788.39
"1006",724211.329
"1007",726411.826
"1008",666669.442
"1009",923234.593
"1010",280225.462
"1011",785223.143
"1012",486021.813
"1013",764873.472
"1014",445784.293
"1015",323426.971
"1016",1097058.753
"1017",324255.487
"1018",308507.578
"1019",622685.826
"1020",215964.742
"1021",734256.071
"1022",294327.952
"1023",534653.332
"1024",435956.966
"1025",897455.057
"1026",859723.255
"1027",443001.864
"1028",916837.207
"1029",280932.812
"1030",352388.768
"1031",243499.53
"1032",395322.003
"1033",216076.237
"1034",185393.433
"1035",450602.764
"1036",210343.386
"1037",498161.222
"1038",253381.18
"1039",273260.657
"1040",360776.157
"1041",736339.606
"1042",417559.641
"1043",292451.96
"1044",494748.692
"1045",336285.53
"1046",638001.701
"1047",405382.538
"1048",1080639.814
"1049",370160.03
"1050",1262522.926
"1051",530381.868
"1052",400045.485
"1053",377945.287
"1054",179842.062
"1055",455415.771
"1056",341222.289
"1057",243951.797
"1058",771156.29
"1059",322690.041
"1060",338542.264
"1061",390256.856
"1062",792170.394
"1063",561223.515
"1064",470978.226
"1065",460228.261
"1066",331072.41
"1067",638745.551
"1068",651730.783
"1069",852906.634
"1070",842376.29
"1071",659811.108
"1072",289970.251
"1073",833480.9
"1074",372491.773
"1075",647536.643
"1076",381106.417
"1077",625036.543
"1078",523365.695
"1079",437691.149
"1080",360303.843
"1081",437924.566
"1082",280701.097
"1083",508538.265
"1084",349329.118
"1085",354137.176
"1086",546433.24
"1087",985443.645
"1088",689987.409
"1089",853692.676
"1090",428627.961
"1091",262327.346
"1092",441053.922
"1093",200510.59
"1094",418832.686
"1095",343392.999
"1096",286657.048
"1097",1341075.381
"1098",473593.086
"1099",674491.482
"1100",480171.445
"1101",703759.734
"1102",288763.946
"1103",307889.147
"1104",534312.757
"1105",635261.818
"1106",826895.464
"1107",827941.68
"1108",561051.017
"1109",482663.168
"1110",716416.834
"1111",432785.961
"1112",464862.386
"1113",976436.686
"1114",533703.718
"1115",944297.757
"1116",287261.65
"1117",688814.787
"1118",525269.862
"1119",1328707.47
"1120",220170.142
"1121",248141.904
"1122",337983.712
"1123",253673.986
"1124",421162.282
"1125",631785.362
"1126",356018.216
"1127",466717.633
"1128",348990.758
"1129",347042.687
"1130",620963.068
"1131",508701.945
"1132",269943.345
"1133",812579.897
"1134",315209.647
"1135",561439.902
"1136",314490.583
"1137",273723.014
"1138",588317.579
"1139",206640.663
"1140",822764.842
"1141",285501.572
"1142",235268.245
"1143",581713.167
"1144",544850.563
"1145",366580.826
"1146",322502.159
"1147",328041.933
"1148",377903.258
"1149",856861.417
"1150",827282.467
"1151",613747.185
"1152",1653544.612
"1153",608266.67
"1154",509400.819
"1155",301273.526
"1156",805144.98
"1157",434903.557
"1158",312368.251
"1159",259372.045
"1160",734597.968
"1161",733788.881
"1162",831607.109
"1163",445645.744
"1164",517270.509
"1165",486276.031
"1166",490909.821
"1167",1052328.81
"1168",417623.092
"1169",559961.571
"1170",623679.63
"1171",308051.599
"1172",573364.916
"1173",349276.767
"1174",651661.439
"1175",303921.284
"1176",832568.82
"1177",431960.795
"1178",1263871.626
"1179",631679.677
"1180",469420.971
"1181",463346.628
"1182",806842.76
"1183",872949.989
"1184",637029.326
"1185",523196.087
"1186",328297.174
"1187",511009.8
"1188",478531.731
"1189",550171.451
"1190",801578.838
"1191",423133.393
"1192",2153189.016
"1193",1358231.494
"1194",289917.856
"1195",1121888.691
"1196",424626.763
"1197",344687.173
"1198",761281.709
"1199",601568.388
"1200",386240.345
"1201",1168095.71
"1202",1284220.328
"1203",327511.87
"1204",369154.741
"1205",413058.609
"1206",472491.507
"1207",229087.152
"1208",392790.608
"1209",403209.384
"1210",241559.26
"1211",475517.018
"1212",333761.614
"1213",458772.848
"1214",371399.571
"1215",463984.232
"1216",271773.67
"1217",665794.722
"1218",292870.629
"1219",484585.992
"1220",681305.882
"1221",674386.852
"1222",340992.539
"1223",260942.937
"1224",308605.85
"1225",840157.041
"1226",421570.25
"1227",965117.361
"1228",519881.106
"1229",566449.524
"1230",512911.273
"1231",246816.841
"1232",827904.528
"1233",562390.065
"1234",323263.404
"1235",617553.041
"1236",364449.582
"1237",560038.402
"1238",506617.982
"1239",506745.424
"1240",430413.079
"1241",325241.541
"1242",428557.731
"1243",453318.492
"1244",592461.866
"1245",277431.346
"1246",774624.022
"1247",439446.214
"1248",292474.939
"1249",619112.376
"1250",273838.788
"1251",315557.216
"1252",653938.002
"1253",792633.194
"1254",271586.15
"1255",426262.207
"1256",354865.569
"1257",593815.367
"1258",392754.338
"1259",328202.325
"1260",359303.431
"1261",305656.028
"1262",1105873.409
"1263",598783.93
"1264",214959.63
"1265",666614.635
"1266",178449.527
"1267",271761.08
"1268",323741.445
"1269",477075.698
"1270",224293.047
"1271",416281.403
"1272",1856655.657
"1273",476168.388
"1274",307323.409
"1275",509796.828
"1276",231416.534
"1277",362992.924
"1278",423300.14
"1279",588148.479
"1280",616139.155
"1281",400713.167
"1282",449695.813
"1283",290056.901
"1284",601450.53
"1285",292469.365
"1286",383938.473
"1287",209543.546
"1288",384021.248
"1289",731113.29
"1290",532200.995
"1291",419010.17
"1292",1027189.351
"1293",467707.081
"1294",325808.609
"1295",1027763.977
"1296",395495.889
"1297",548386.349
"1298",269171.916
"1299",253381.18
"1300",992734.514
"1301",587028.222
"1302",885700.438
"1303",426179.825
"1304",216076.237
"1305",371707.55
"1306",1318133.232
"1307",985007.383
"1308",220830.201
"1309",283874.794
"1310",840025.761
"1311",579601.12
"1312",304645.134
"1313",260359.895
"1314",641025.381
"1315",859750.424
"1316",1074462.99
"1317",359207.971
"1318",492032.925
"1319",339397.743
"1320",695996.376
"1321",431942.529
"1322",250714.357
"1323",402822.207
"1324",208762.246
"1325",416353.876
"1326",645962.217
"1327",187956.147
"1328",322811.831
"1329",438757.582
"1330",576722.081
"1331",338272.818
"1332",603942.777
"1333",791666.61
"1334",459467.058
"1335",884568.546
"1336",721170.755
"1337",810229.221
"1338",911113.861
"1339",272647.132
"1340",421570.25
"1341",422937.736
"1342",353168.183
"1343",383384.314
"1344",392741.658
"1345",516552.456
"1346",369419.259
"1347",428444.947
"1348",518179.414
"1349",803118.158
"1350",923495.295
"1351",279333.378
"1352",976411.746
"1353",340225.882
"1354",423154.355
"1355",209312.669
"1356",214385.178
"1357",477235.07
"1358",571304.71
"1359",764689.964
"1360",265793.762
"1361",754935.611
"1362",652026.256
"1363",589805.085
"1364",239833.847
"1365",669944.556
"1366",999876.027
"1367",565150.019
"1368",383520.306
"1369",783217.174
"1370",998550.486
"1371",529254.947
"1372",568542.931
"1373",448256.581
"1374",734956.02
"1375",520463.916
"1376",601763.04
"1377",416881.604
"1378",433069.451
"1379",455139.896
"1380",1204983.102
"1381",508321.219
"1382",480799.843
"1383",367379.073
"1384",285001.888
"1385",1005657.469
"1386",476016.764
"1387",738834.267
"1388",758452.389
"1389",417772.116
"1390",208900.93
"1391",580437.21
"1392",299454.846
"1393",369519.499
"1394",434971.581
"1395",1187044.416
"1396",348772.541
"1397",677653.637
"1398",762104.979
"1399",656916.308
"1400",936755.667
"1401",244318.336
"1402",1036447.708
"1403",453762.442
"1404",732690.088
"1405",366225.555
"1406",298936.315
"1407",430111.707
"1408",929453.271
"1409",247964.398
"1410",398185.774
"1411",220348.541
"1412",426629.069
"1413",580792.635
"1414",409393.669
"1415",257160.999
"1416",624156.567
"1417",343532.595
"1418",929087.926
"1419",532940.972
"1420",367269.588
"1421",309738.498
"1422",470954.971
"1423",514910.747
"1424",263418.057
"1425",367352.164
"1426",657729.691
"1427",781005.669
"1428",715556.115
"1429",1520178.508
"1430",530309.759
"1431",536993.534
"1432",684018.4
"1433",428804.916
"1434",303720.884
"1435",492737.449
"1436",777677.123
"1437",559241.058
"1438",603536.636
"1439",793404.814
"1440",1143439.683
"1441",413003.292
"1442",384224.79
"1443",540209.678
"1444",281619.326
"1445",1247080.782
"1446",187623.839
"1447",593920.738
"1448",529132.881
"1449",287187.211
"1450",284638.868
"1451",480219.987
"1452",582474.507
"1453",317743.102
"1454",457805.632
"1455",613159.303
"1456",632275.823
"1457",482038.915
"1458",871445.629
"1459",558714.518
"1460",276503.357
"1461",543185.532
"1462",518894.007
"1463",226894.727
"1464",456415.759
"1465",463690.089
"1466",452716.307
"1467",319105.714
"1468",480378.51
"1469",283114.932
"1470",422580.897
"1471",460880.152
"1472",218241.652
"1473",523330.118
"1474",493270.425
"1475",833670.98
"1476",468157.795
"1477",454406.815
"1478",692430.933
"1479",837871.61
"1480",327699.046
"1481",829324.36
"1482",425383.207
"1483",338250.719
"1484",1576702.256
"1485",524732.262
"1486",1127550.386
"1487",812621.881
"1488",297095.846
"1489",877634.516
"1490",377320.63
"1491",753061.114
"1492",483397.631
"1493",472161.28
"1494",823980.353
"1495",215726.07
"1496",468694.005
"1497",222268.819
"1498",217391.322
"1499",273080.009
"1500",821124.846
"1501",484197.757
"1502",1434290.927
"1503",566939.505
"1504",359411.965
"1505",555214.703
"1506",610934.916
"1507",394826.111
"1508",532084.773
"1509",234914.659
"1510",272091.439
"1511",450814.882
"1512",564924.001
"1513",295671.067
"1514",284642.21
"1515",305288.664
"1516",985431.119
"1517",366973.735
"1518",819312.728
"1519",630694.225
"1520",929941.294
"1521",1053469.103
"1522",485825.179
"1523",477354.868
"1524",375132.233
"1525",506340.771
"1526",265509.606
"1527",860318.374
"1528",534995.505
"1529",921077.048
"1530",451236.889
"1531",552428.854
"1532",462051.775
"1533",615910.581
"1534",802930.656
"1535",423135.116
"1536",430201.303
"1537",497965.58
"1538",1075265.583
"1539",364228.839
"1540",383012.379
"1541",1238277.199
"1542",214602.302
"1543",2035566.553
"1544",1720518.688
"1545",426422.499
"1546",704700.674
"1547",961114.502
"1548",961627.964
"1549",510380.265
"1550",294236.066
"1551",410065.023
"1552",1518317.495
"1553",1407661.307
"1554",1214233.414
"1555",385512.805
"1556",446450.345
"1557",230460.11
"1558",249013.74
"1559",290906.088
"1560",245272.359
"1561",578442.051
"1562",638617.166
"1563",1090487.59
"1564",293327.991
"1565",309538.562
"1566",486289.19
"1567",518897.99
"1568",487824.324
"1569",438399.271
"1570",283531.38
"1571",495945.882
"1572",495443.996
"1573",292659.308
"1574",506674.615
"1575",1107679.831
"1576",214838.775
"1577",360027.701
"1578",704381.555
"1579",3287361.331
"1580",226691.735
"1581",253867.798
"1582",908380.138
"1583",338083.383
"1584",804039.226
"1585",400521.423
"1586",809551.688
"1587",504897.096
"1588",1118365.889
"1589",379852.908
"1590",479779.03
"1591",344720.904
"1592",931644.954
"1593",381692.279
"1594",865488.827
"1595",526523.042
"1596",715943.608
"1597",301187.845
"1598",588308.912
"1599",448833.605
"1600",929760.106
"1601",315630.559
"1602",743374.919
"1603",536818.65
"1604",497910.419
"1605",380070.808
"1606",1283937.098
"1607",551183.625
"1608",671286.186
"1609",610086.13
"1610",297156.819
"1611",392629.587
"1612",764689.964
"1613",617138.499
"1614",457864.235
"1615",750891.418
"1616",231502.538
"1617",279177.104
"1618",404111.689
"1619",254365.001
"1620",723552.681
"1621",590737.415
"1622",387148.282
"1623",474838.359
"1624",414631.16
"1625",428656.935
"1626",244718.743
"1627",470225.853
"1628",492352.732
"1629",510108.67
"1630",378452.296
"1631",392278.14
"1632",193946.922
"1633",687711.466
"1634",270125.364
"1635",223636.34
"1636",424285.731
"1637",463300.48
"1638",776012.42
"1639",350191.8
"1640",540343.115
"1641",484718.775
"1642",401410.69
"1643",422847.972
"1644",317208.541
"1645",936854.547
"1646",397880.204
"1647",501523.879
"1648",1388440.328
"1649",785511.305
"1650",1631625.882
"1651",916432.738
