"","x"
"333",356857.856665811
"334",608059.802215411
"335",43026.7714731715
"336",319268.953552927
"337",1020367.96787973
"338",511658.425913304
"339",405501.557316133
"340",264872.592021777
"341",1298338.98279039
"342",202464.659383573
"343",585201.273410123
"344",430852.421237498
"345",364032.392389539
"346",774761.316674951
"347",800580.690966556
"348",757541.794388397
"349",681147.898349037
"350",506673.119527077
"351",412555.746517608
"352",640634.474513161
"353",729739.818213753
"354",668207.641002749
"355",178689.886914592
"356",335286.38743701
"357",469647.489142312
"358",807949.672904867
"359",116487.389476355
"360",312781.785092093
"361",449501.172821343
"362",206202.258061418
"363",442789.22966494
"364",462845.165946661
"365",556774.553901967
"366",384250.850521978
"367",673927.63948996
"368",1044788.43388342
"369",855293.485999262
"370",485498.697048836
"371",511838.178481988
"372",354834.367916963
"373",281923.487861489
"374",398033.220029098
"375",1126750.0806715
"376",117089.218581673
"377",859805.334937008
"378",784711.340140879
"379",1152489.19241941
"380",357665.279888409
"381",371954.877150251
"382",274869.093420326
"383",709652.968047016
"384",408164.47893669
"385",451349.111613839
"386",517825.3081798
"387",786057.651133649
"388",703495.793625595
"389",325967.727354327
"390",627693.193318424
"391",1151319.77380664
"392",374801.557959739
"393",584218.139721529
"394",1338300.53808522
"395",491061.751755248
"396",734128.962641941
"397",415679.520972703
"398",138801.006018203
"399",240877.402810067
"400",393769.37063814
"401",861276.653419885
"402",490389.387489948
"403",461718.440148896
"404",655244.206062266
"405",378170.496279125
"406",562034.178543713
"407",613863.067868426
"408",301018.201189756
"409",650120.906302828
"410",-115285.486744973
"411",368395.332174891
"412",951171.493423296
"413",735366.023441068
"414",298777.168875998
"415",825776.46825539
"416",-9355.08186004058
"417",916770.399946803
"418",466933.382871751
"419",474648.309057328
"420",786730.0390163
"421",406736.013763821
"422",520572.11031094
"423",390944.267643415
"424",187273.181772536
"425",487005.674406719
"426",445816.031387161
"427",340664.974242955
"428",848270.964952937
"429",638498.982949412
"430",141449.047891955
"431",345157.477146627
"432",241762.374956156
"433",923045.031033549
"434",314352.42401549
"435",736024.986492611
"436",878293.994208114
"437",109743.17901244
"438",344788.937996997
"439",363807.215759306
"440",876673.365704878
"441",878077.49657284
"442",454071.730920527
"443",135418.073704142
"444",338491.698907232
"445",303424.249377946
"446",387783.683019474
"447",237066.149598543
"448",808777.582382568
"449",884725.880177342
"450",559267.006249588
"451",316318.552540673
"452",716447.927340212
"453",508740.584453108
"454",992807.876803981
"455",280051.719031423
"456",632290.025157117
"457",460094.445005602
"458",324656.930955309
"459",676959.415291776
"460",255787.540507747
"461",769858.943273147
"462",202651.15578133
"463",593428.315489463
"464",528852.235077864
"465",371277.782246361
"466",637273.770051165
"467",724261.960194529
"468",288970.542896032
"469",349123.043373467
"470",577085.144264678
"471",514786.374994854
"472",683017.173049844
"473",651334.391195942
"474",874565.676490363
"475",357120.238184235
"476",960741.881040658
"477",257369.818920448
"478",431068.569219398
"479",591700.776031441
"480",393601.582369366
"481",368264.01783398
"482",312154.871275502
"483",758850.247077118
"484",54009.6890826065
"485",516742.220591855
"486",577968.181760573
"487",293103.311620498
"488",754585.964804509
"489",563842.483562065
"490",354683.46512239
"491",696200.865804119
"492",442801.493676302
"493",367643.036033168
"494",-14694.5744968495
"495",1121869.95385859
"496",284387.395585197
"497",364198.754117811
"498",802119.361425241
"499",808020.496204193
"500",331387.207215154
"501",500338.09308535
"502",403277.56592423
"503",108266.202037391
"504",570365.381423665
"505",700488.946137516
"506",474657.86146118
"507",520399.60296141
"508",1068064.60286434
"509",470612.867552303
"510",1460196.77193034
"511",500124.014276929
"512",156227.72528378
"513",401473.208259431
"514",540968.313832979
"515",535579.047669171
"516",122425.330298359
"517",523629.444768617
"518",933192.087496999
"519",366571.911796499
"520",252248.233191041
"521",498587.94865669
"522",230110.455911872
"523",306523.348437789
"524",378754.328465953
"525",334611.759208541
"526",547406.737460151
"527",602362.020558758
"528",656900.999797408
"529",720443.562967171
"530",455754.743798076
"531",437723.828499744
"532",497994.111362249
"533",761610.170585868
"534",892115.766175042
"535",214532.049034884
"536",1440615.99830205
"537",379952.184262749
"538",493901.107600849
"539",691718.560449822
"540",589132.453929428
"541",731468.728009317
"542",211663.678302056
"543",133750.333146196
"544",187389.363079937
"545",627510.779042038
"546",909936.742809816
"547",298848.166076162
"548",219519.221136174
"549",235748.223550612
"550",514236.2566797
"551",657250.819477716
"552",1003583.53910128
"553",380966.333483089
"554",727365.304457851
"555",827456.135711703
"556",606121.460753356
"557",401982.785607869
"558",639802.996689028
"559",505002.801997294
"560",947985.03656948
"561",156440.416913441
"562",381935.452717216
"563",748207.017271244
"564",413516.979332603
"565",634781.553661399
"566",562215.003891614
"567",334774.224806723
"568",612917.111835184
"569",438290.332530138
"570",584125.754273657
"571",59480.7274125914
"572",540723.727707122
"573",301777.461776387
"574",273225.997782555
"575",930109.239914152
"576",1150602.95565494
"577",561564.065659694
"578",802598.72292459
"579",555459.975983376
"580",501424.916311995
"581",714994.247770333
"582",467556.300798237
"583",418123.954588086
"584",348120.515797117
"585",143734.237762952
"586",335197.523881691
"587",13854.2716970286
"588",151382.956608719
"589",528779.001298232
"590",189225.659380555
"591",1408794.29110787
"592",593909.319438703
"593",653419.479711391
"594",485859.369666817
"595",654002.156007919
"596",133953.030261303
"597",322587.217211644
"598",987878.0375309
"599",548246.839778263
"600",321470.035563892
"601",631851.769328205
"602",1080790.4742793
"603",880670.581861473
"604",316503.796090248
"605",733593.564343085
"606",270128.097507849
"607",734045.188223559
"608",234036.352971264
"609",219926.241345551
"610",545259.910403004
"611",486109.478690192
"612",731997.924622968
"613",343037.75484421
"614",474234.791850696
"615",258722.384427882
"616",743823.577195976
"617",387641.934927764
"618",518513.329449668
"619",143097.811576776
"620",695510.955693192
"621",723811.483210359
"622",238704.92767297
"623",346610.535233685
"624",541498.241487957
"625",519906.708274
"626",733689.71488875
"627",470533.204279535
"628",489201.051606068
"629",1375094.6668324
"630",698110.255503806
"631",556665.888955894
"632",1121108.48494054
"633",89031.7792602605
"634",2641.0888470259
"635",726732.811170994
"636",988509.863457535
"637",460390.730282568
"638",633903.335315261
"639",406517.246408748
"640",714643.871296923
"641",690099.010306447
"642",349510.089884805
"643",315257.973235069
"644",173524.106581961
"645",277092.888770584
"646",243379.665845222
"647",309669.651854252
"648",1501906.34970198
"649",712091.001075161
"650",607579.268870045
"651",510523.09451653
"652",364809.534047037
"653",671710.651550638
"654",529054.171197976
"655",270042.190018057
"656",1159012.48118247
"657",660693.553030593
"658",900687.797956358
"659",295497.653392954
"660",388445.893606663
"661",980295.401134328
"662",366458.442741782
"663",606665.430293288
"664",632951.743054336
"665",290554.576081706
"666",946722.360137115
"667",697910.650555618
"668",311155.056032684
"669",615459.584555728
"670",294792.991237073
"671",982006.629831782
"672",1098124.28194513
"673",341482.303464032
"674",401848.648779693
"675",383817.560336383
"676",1013262.3706525
"677",430413.324824293
"678",452546.348740487
"679",495282.005727111
"680",303894.396340206
"681",192096.03366495
"682",-49111.8622899469
"683",902030.395466292
"684",-116735.517389649
"685",1071935.73503106
"686",886351.643874281
"687",966665.241261307
"688",597565.040327422
"689",399926.793096735
"690",136126.757588913
"691",602808.923095959
"692",714642.629542053
"693",390997.634716918
"694",112116.121113097
"695",-240852.457895173
"696",1453800.68318443
"697",358117.223378959
"698",727608.049570938
"699",958756.001611628
"700",633423.577225236
"701",708798.796159805
"702",706910.592387807
"703",795618.868158886
"704",438723.091872775
"705",624199.853506043
"706",770687.78095823
"707",147565.97791556
"708",618083.860882026
"709",347779.701467204
"710",882877.454052287
"711",476360.064106526
"712",455858.814253911
"713",1127765.86978691
"714",366634.948735453
"715",558683.072966463
"716",391951.578078945
"717",621407.492133033
"718",467483.663908994
"719",558003.005841647
"720",209955.014976958
"721",552764.937680404
"722",405900.366792744
"723",596789.739928571
"724",486555.196538937
"725",554496.774074718
"726",481048.380826325
"727",243203.374126971
"728",465718.038313054
"729",1843477.0168674
"730",1448759.08616694
"731",564145.349272953
"732",159147.490302835
"733",564957.246800744
"734",331818.254152046
"735",972668.558248447
"736",642794.192539826
"737",700075.433860014
"738",819037.836283674
"739",89293.5313372006
"740",593034.481231785
"741",526112.493873825
"742",298054.00327742
"743",356419.333320357
"744",400052.105876957
"745",911194.462911848
"746",348215.42255721
"747",438674.893578227
"748",323634.037885055
"749",282455.731249628
"750",405863.454722348
"751",809408.797247151
"752",746182.583361214
"753",521190.554576642
"754",1201673.23913483
"755",183559.988235454
"756",763833.602437284
"757",618794.977128819
"758",470759.268766882
"759",593107.303250645
"760",900998.608738972
"761",571166.654711963
"762",822730.062352742
"763",467040.540292779
"764",1295048.70823178
"765",425445.692151794
"766",854965.044120744
"767",802817.51570289
"768",584413.847858004
"769",916026.28973254
"770",878389.712109104
"771",618530.371907287
"772",426451.53824183
"773",432949.386275605
"774",454378.149108904
"775",258116.376900227
"776",437063.242476962
"777",570618.361488512
"778",591953.741515847
"779",672766.031655827
"780",352136.197293086
"781",795449.221872697
"782",626484.422899816
"783",207346.586349805
"784",321593.461105736
"785",249294.835820875
"786",99031.1828374195
"787",851280.17706812
"788",1052551.18573982
"789",543509.739575279
"790",1075580.15696257
"791",239899.829604117
"792",131084.455771547
"793",488685.668510527
"794",176372.146469376
"795",336314.163847859
"796",255541.379544045
"797",609921.796388254
"798",355691.909225599
"799",332401.756724179
"800",1192258.30169431
"801",664866.855878104
"802",273501.031008685
"803",663764.542149745
"804",669989.141953212
"805",585173.204405738
"806",138871.931259627
"807",146143.582662348
"808",467357.193963751
"809",1056192.40830033
"810",493405.389177394
"811",547262.677664312
"812",621020.338534049
"813",299054.684616769
"814",668266.421270234
"815",497735.005763648
"816",1021346.74801381
"817",207491.955191721
"818",368416.911156325
"819",407954.915595543
"820",516611.38508494
"821",712787.07566259
"822",472372.132213802
"823",304142.964372724
"824",730264.985101546
"825",509539.97727114
"826",-90832.738722977
"827",356234.062111938
"828",720724.752523601
"829",471641.894132084
"830",282706.056863918
"831",228561.472608764
"832",411216.204570879
"833",650693.032179471
"834",184770.346104875
"835",615632.458823082
"836",952232.666745666
"837",1121305.43175634
"838",945926.422653051
"839",620274.490444149
"840",565724.885819955
"841",366342.249626035
"842",965241.130364815
"843",757560.810701697
"844",401441.561573838
"845",140284.657933799
"846",90507.8870057555
"847",476153.999128326
"848",459783.703579936
"849",-14688.2206999251
"850",785240.712564602
"851",-30256.0200006241
"852",1394037.99195844
"853",246201.243252524
"854",166272.516858272
"855",710895.907005773
"856",519698.375941361
"857",618275.838551589
"858",483851.123815413
"859",397846.257751817
"860",428618.441934603
"861",1073215.00739316
"862",618429.343499505
"863",946692.374609503
"864",306960.643407172
"865",295901.81956974
"866",301307.512731456
"867",720350.74237107
"868",274183.449783374
"869",1393403.86271784
"870",701808.623501295
"871",961931.984411057
"872",307544.161090956
"873",409593.554829687
"874",476373.769446188
"875",840226.983962139
"876",413734.821803255
"877",460573.234057873
"878",585263.353850872
"879",370771.181262731
"880",323450.197379094
"881",352585.517718498
"882",622199.915994248
"883",429055.459454042
"884",1491104.68783011
"885",463624.990592013
"886",1359736.16884334
"887",686259.14002941
"888",563407.263587274
"889",415597.380727485
"890",56407.9551664132
"891",333632.503282673
"892",660252.762781347
"893",764517.59121917
"894",539688.903320409
"895",335835.001241246
"896",222876.198451174
"897",1555678.85720148
"898",178062.586460114
"899",133068.943137736
"900",138846.841409776
"901",658594.752722056
"902",760732.127561681
"903",333989.356467479
"904",912920.445570851
"905",310181.704782703
"906",192325.032636054
"907",-16502.1303780768
"908",244870.178961278
"909",1289776.79434156
"910",418335.565458626
"911",652979.173789953
"912",504271.314862737
"913",978177.49372058
"914",285782.281101033
"915",229860.739433371
"916",1041582.87566947
"917",840385.993304791
"918",342662.481433134
"919",541147.948434336
"920",595033.027050606
"921",740874.28684471
"922",496818.408627482
"923",523565.347437105
"924",399405.129328148
"925",285328.837413412
"926",536607.608613539
"927",724675.663494399
"928",427995.828536867
"929",804860.422339572
"930",720488.902062376
"931",579653.59836447
"932",582691.56329576
"933",1163245.15489054
"934",397310.290499541
"935",430596.366328425
"936",509229.132238702
"937",759557.585428738
"938",442630.350859794
"939",625728.824756672
"940",572356.218262792
"941",419301.458478995
"942",562821.380706028
"943",1111643.78315556
"944",1041671.22978095
"945",260764.152098318
"946",389582.775308986
"947",864505.42703615
"948",331605.304507816
"949",557089.615578024
"950",568512.281837401
"951",657797.074890825
"952",166521.251919469
"953",523727.800185619
"954",853055.658687192
"955",143751.237976793
"956",571826.679935535
"957",693006.207096831
"958",299037.598679825
"959",720856.480366019
"960",676058.410279764
"961",890639.813912499
"962",1065676.69070861
"963",677326.918969292
"964",181914.267456719
"965",771850.107384952
"966",474924.470754273
"967",533890.069593354
"968",732533.50677183
"969",461048.427399916
"970",1118823.70733985
"971",837762.012447771
"972",757733.382655509
"973",595654.458884879
"974",434196.799714643
"975",461229.161891113
"976",454048.885846699
"977",404158.456339754
"978",505380.222253445
"979",435099.406023814
"980",445898.765873091
"981",350647.118037621
"982",70296.7950530167
"983",694867.333020738
"984",585889.937350335
"985",281789.120399043
"986",705056.320280482
"987",559447.593449798
"988",665460.583240931
"989",576438.294286422
"990",501064.168723187
"991",777955.938099405
"992",297737.485785682
"993",480288.330309492
"994",646489.655322178
"995",710908.125967669
"996",911217.730490189
"997",673735.096670231
"998",553501.166788336
"999",748768.808219726
"1000",248984.814388801
"1001",399793.317879235
"1002",190907.966993173
"1003",743225.498209452
"1004",247566.93793617
"1005",920071.658974587
"1006",515055.85827552
"1007",923779.043096266
"1008",848920.694070175
"1009",1029962.45239844
"1010",256773.692588228
"1011",639908.999376529
"1012",518185.338770181
"1013",916856.310800881
"1014",396897.291890632
"1015",386851.476547749
"1016",888792.735110122
"1017",405761.926729146
"1018",483280.293369107
"1019",862671.834501376
"1020",123360.568892147
"1021",746053.565733824
"1022",313251.054472508
"1023",653676.148497049
"1024",367734.124543807
"1025",1006227.2306011
"1026",760475.083074199
"1027",534107.883475632
"1028",802944.188581407
"1029",496310.68627669
"1030",491284.840122702
"1031",202372.491639326
"1032",421916.832137915
"1033",125710.29712068
"1034",261311.918636924
"1035",252789.102889299
"1036",150360.391220628
"1037",661657.457303986
"1038",228990.602966607
"1039",302592.322067196
"1040",435540.857765799
"1041",838806.341862604
"1042",540556.28901881
"1043",503835.372321418
"1044",449214.009297445
"1045",309062.51114866
"1046",851443.42981485
"1047",550358.836644922
"1048",1052373.27667201
"1049",229544.653224708
"1050",936315.713279651
"1051",507606.870549547
"1052",487253.39467147
"1053",442989.567350948
"1054",115065.944762991
"1055",538916.708124202
"1056",347812.476996226
"1057",115214.942340084
"1058",645632.952124886
"1059",425703.40510505
"1060",74956.2991592377
"1061",466989.349501994
"1062",1064742.81809897
"1063",678479.678866
"1064",382420.368259406
"1065",500615.8770482
"1066",355849.421625867
"1067",524541.151887168
"1068",712425.445745592
"1069",861503.308153577
"1070",922755.440164486
"1071",701615.694995611
"1072",262402.386118644
"1073",957413.476454312
"1074",419527.546001678
"1075",622291.316849492
"1076",504063.423384041
"1077",635655.8452145
"1078",610322.320854805
"1079",555211.070134743
"1080",78576.4073159792
"1081",418425.774754139
"1082",314878.122862998
"1083",428868.372130102
"1084",151773.972551622
"1085",374595.216176343
"1086",608639.890365518
"1087",869926.72204552
"1088",907291.504137018
"1089",850212.684835788
"1090",658180.808278514
"1091",254462.421350794
"1092",587060.627769809
"1093",-66395.8143201674
"1094",517332.490890729
"1095",391758.137641489
"1096",166385.039794948
"1097",1464255.92004827
"1098",398946.336734548
"1099",709891.792537529
"1100",446871.962822155
"1101",582610.047588185
"1102",194891.077432602
"1103",396988.856367154
"1104",603009.574394871
"1105",772615.009384124
"1106",834615.480116634
"1107",904151.218717732
"1108",568410.554362378
"1109",449417.236808177
"1110",749153.201957378
"1111",349797.017530008
"1112",546136.024613382
"1113",1053568.93787041
"1114",618150.587443011
"1115",1017040.98942812
"1116",276049.932041664
"1117",655466.30294282
"1118",668403.588865849
"1119",1343451.5675705
"1120",318584.665145271
"1121",245714.120252308
"1122",350470.079799437
"1123",110965.818908706
"1124",600948.993762366
"1125",687509.750918659
"1126",466366.710251173
"1127",627010.884786189
"1128",423822.17742968
"1129",299919.416300708
"1130",691747.432704282
"1131",397308.901993744
"1132",247078.874930144
"1133",809771.31229039
"1134",403249.000428293
"1135",624505.799832584
"1136",319027.266176505
"1137",89220.7695285735
"1138",659592.497036664
"1139",50574.790377301
"1140",806522.131826301
"1141",288958.931620181
"1142",177071.435162211
"1143",661781.378227666
"1144",680159.127026875
"1145",467741.96727767
"1146",356670.627979405
"1147",459401.811173155
"1148",522597.487326896
"1149",857186.232649068
"1150",686277.28969976
"1151",799098.034436867
"1152",1691521.03480445
"1153",577342.421438933
"1154",520018.932077874
"1155",118874.006117073
"1156",567097.973885967
"1157",337167.8058524
"1158",272986.673018394
"1159",316190.941134528
"1160",636717.096178339
"1161",796328.065572634
"1162",858153.06949151
"1163",582576.357208084
"1164",434684.663035105
"1165",595413.39365415
"1166",482030.468967785
"1167",965518.213982523
"1168",416574.757854186
"1169",797512.272524213
"1170",712846.307101929
"1171",449858.536649088
"1172",560881.211816693
"1173",405506.078756343
"1174",705149.245900269
"1175",342662.714766688
"1176",1053708.97067154
"1177",505238.746365997
"1178",1126571.4967422
"1179",531418.583223519
"1180",562499.715892078
"1181",485506.250445849
"1182",771231.185225904
"1183",856621.208379314
"1184",534623.536295902
"1185",477841.529807705
"1186",452871.235242207
"1187",458250.383085246
"1188",443016.898419034
"1189",602286.116722488
"1190",845022.461385084
"1191",317613.821387575
"1192",1306503.12434948
"1193",956597.30757286
"1194",257208.387134873
"1195",836127.904497096
"1196",623357.284956168
"1197",474111.47504079
"1198",829366.021787508
"1199",775024.999318088
"1200",409564.767788803
"1201",1057979.58098803
"1202",1241787.04311395
"1203",401812.609868312
"1204",420047.799137157
"1205",523494.611008933
"1206",505342.422226281
"1207",118546.613491875
"1208",571534.395502128
"1209",565318.02544573
"1210",269252.002835671
"1211",512767.454055648
"1212",345470.499200984
"1213",730704.227122142
"1214",436107.940092346
"1215",617750.49034271
"1216",326399.394751444
"1217",711538.088218431
"1218",350705.557483657
"1219",473380.090036499
"1220",963802.685823719
"1221",661873.359280312
"1222",393804.024208121
"1223",274680.75222243
"1224",463349.895139356
"1225",937628.256450166
"1226",409718.442185409
"1227",954909.932898976
"1228",571810.242583102
"1229",531363.826348778
"1230",490452.4553903
"1231",341616.253850954
"1232",1088850.22409041
"1233",581010.95410994
"1234",207581.951355084
"1235",785785.095048681
"1236",419565.632809744
"1237",679761.288224047
"1238",663049.483027282
"1239",406465.451727425
"1240",359271.069512836
"1241",322178.9678314
"1242",344443.940923648
"1243",466916.911956807
"1244",694490.207887226
"1245",164322.218290063
"1246",788410.281643534
"1247",382644.09219629
"1248",309793.738467579
"1249",547841.324574492
"1250",243522.651701209
"1251",373118.944161281
"1252",725309.524706542
"1253",955907.268855775
"1254",278402.355930868
"1255",270792.495474578
"1256",459348.615278458
"1257",615379.464001059
"1258",355481.202166793
"1259",248986.53092904
"1260",442855.386882672
"1261",292620.355911444
"1262",1093746.48397217
"1263",820536.489067515
"1264",167091.302843362
"1265",686936.260703813
"1266",15706.7228273966
"1267",199315.99989102
"1268",312182.52564031
"1269",440464.425467978
"1270",204223.346887157
"1271",638536.2501942
"1272",1183676.32453283
"1273",481251.055249372
"1274",257552.633178472
"1275",558128.68554813
"1276",202713.05823496
"1277",364674.3529965
"1278",637793.172836463
"1279",612730.304064103
"1280",606543.437962598
"1281",371905.801462202
"1282",424508.158444486
"1283",216107.967423855
"1284",500427.792360943
"1285",416164.078386703
"1286",550803.684690166
"1287",78547.6391213188
"1288",501716.266119876
"1289",660726.08555647
"1290",749672.013781794
"1291",625432.88523201
"1292",745097.124664386
"1293",509901.643401876
"1294",331017.493529586
"1295",1085391.05315132
"1296",576369.706664578
"1297",502567.333133161
"1298",310534.919150453
"1299",266302.783329652
"1300",732100.393236592
"1301",604503.875528915
"1302",824067.479689091
"1303",368508.452164154
"1304",94373.9853541962
"1305",419528.980547286
"1306",1339678.77525611
"1307",1229038.47118107
"1308",12687.4834860172
"1309",347072.905802343
"1310",1036346.64546559
"1311",617630.326059941
"1312",334998.779726904
"1313",36436.1830307297
"1314",858725.606317592
"1315",873869.26958814
"1316",1100490.01927437
"1317",392281.240742268
"1318",439595.586147002
"1319",363914.691095987
"1320",875537.530290626
"1321",500296.146384803
"1322",217031.001791489
"1323",566751.863763234
"1324",30523.7898227228
"1325",569932.03840541
"1326",627958.050241768
"1327",163732.798540784
"1328",397767.543695052
"1329",708278.160996212
"1330",530835.231085123
"1331",253344.17472085
"1332",464999.190498916
"1333",912002.663048596
"1334",639237.522789798
"1335",960250.132189943
"1336",758372.304066285
"1337",909435.801647988
"1338",764302.010865638
"1339",357606.730047587
"1340",409664.47693228
"1341",469146.057702318
"1342",390747.054678318
"1343",304054.976239079
"1344",379717.607910459
"1345",374758.83376405
"1346",464064.7597816
"1347",590770.503774219
"1348",533343.117246119
