"","x"
"132",244861.71875
"133",484129.78125
"134",397447.5625
"135",557603.75
"136",586874.875
"137",226771.296875
"138",891682.1875
"139",708459.1875
"140",593047.3125
"141",449212.125
"142",357807.40625
"143",941445.75
"144",894765.75
"145",456415.03125
"146",886456.375
"147",485271.40625
"148",582867.4375
"149",660786
"150",514360.34375
"151",565381.875
"152",400120.71875
"153",620198.3125
"154",346496.53125
"155",249210.015625
"156",1005781.5
"157",438350.3125
"158",369535.5
"159",506874.4375
"160",693616.5
"161",524274.28125
"162",466735.90625
"163",688802
"164",302219.90625
"165",275039.25
"166",1632849.125
"167",540736.5625
"168",432842.09375
"169",359828.34375
"170",560392.375
"171",623117.0625
"172",513626.25
"173",440775.375
"174",1229416.125
"175",528407.75
"176",425311.59375
"177",156817.296875
"178",859677.5625
"179",363609.71875
"180",492403.46875
"181",508199.46875
"182",695932.6875
"183",287102.28125
"184",825251
"185",608429.125
"186",403868.875
"187",577638.0625
"188",303968.125
"189",359288.1875
"190",881356.0625
"191",305911.6875
"192",490812.65625
"193",585215.3125
"194",560344.375
"195",1060650.75
"196",530113.1875
"197",411485.34375
"198",237076.671875
"199",940603.9375
"200",544375.75
"201",524531.5625
"202",1294026.5
"203",419983.5
"204",406726.96875
"205",451104.40625
"206",991470.75
"207",448288.09375
"208",473455.8125
"209",431330.59375
"210",1132887.125
"211",941494.5625
"212",581737.6875
"213",452861.34375
"214",317722.6875
"215",459117.375
"216",359921.78125
"217",793474.875
"218",219534.34375
"219",1734191.875
"220",539375.9375
"221",559250.25
"222",461485.125
"223",362595.5
"224",1434739.125
"225",446000.21875
"226",295030.125
"227",1112664.75
"228",540242.625
"229",569287.0625
"230",567447.4375
"231",787563.0625
"232",369254.78125
"233",620566.5
"234",407944.21875
"235",608894.375
"236",537007.25
"237",401899.09375
"238",354499.53125
"239",404428.75
"240",986475.25
"241",423107.53125
"242",614634.25
"243",505064.15625
"244",597122.4375
"245",418809.40625
"246",399366.78125
"247",417844.75
"248",559780.375
"249",390922.875
"250",520713.3125
"251",678950.625
"252",217913.234375
"253",358511.375
"254",1005557.1875
"255",1898095.75
"256",414432.3125
"257",416208.375
"258",801645.25
"259",420312.6875
"260",571039.5
"261",310954.21875
"262",229369.359375
"263",1172206.875
"264",520920.40625
"265",668211.1875
"266",361436.375
"267",1124971.75
"268",579694.75
"269",415046.15625
"270",500679.09375
"271",954120.625
"272",265809.65625
"273",514309.625
"274",508784.3125
"275",811040.375
"276",418892.8125
"277",525875.25
"278",755554.4375
"279",1243729.25
"280",419114.21875
"281",285197.65625
"282",871994.6875
"283",903289.9375
"284",524079.34375
"285",1186535.625
"286",298186.5
"287",488049
"288",408495.46875
"289",204684.65625
"290",665364.25
"291",695886.3125
"292",955529.5625
"293",979715.1875
"294",559921.6875
"295",852128.3125
"296",1025234.875
"297",734757.375
"298",804815.25
"299",573150.3125
"300",917370.875
"301",412797.9375
"302",441113.5625
"303",329173.15625
"304",550508.6875
"305",587145.1875
"306",541767.5
"307",340390
"308",399901.46875
"309",316167.75
"310",842708.4375
"311",352299.96875
"312",751140.75
"313",341284.5
"314",2134633.5
"315",504171.375
"316",489152.03125
"317",693372.625
"318",498567.9375
"319",1506459
"320",547810.5
"321",2960470
"322",455120.8125
"323",212080.328125
"324",357868.5
"325",1139990.25
"326",845589.875
"327",1217858.75
"328",378188.28125
"329",527775.25
"330",721491.6875
"331",567121.8125
"332",462862.96875
"333",481050.78125
"334",585715.9375
"335",248823.390625
"336",364000.71875
"337",1374271.75
"338",342649.21875
"339",461616.0625
"340",378426.40625
"341",1775481.125
"342",358851.84375
"343",489362.03125
"344",428700.71875
"345",588143.3125
"346",555072.625
"347",759177.5
"348",973015.6875
"349",683666
"350",397397.65625
"351",295142.0625
"352",552810.0625
"353",840549.8125
"354",574745.75
"355",255148.53125
"356",463351.0625
"357",674376.5625
"358",697953.25
"359",338340.65625
"360",386665.09375
"361",368006.125
"362",359443.25
"363",497669.78125
"364",253772.375
"365",454015.4375
"366",501179.78125
"367",836290.0625
"368",853112
"369",616454.5
"370",500458.65625
"371",366172.90625
"372",434103.5
"373",413830.5
"374",640493.4375
"375",954612.5625
"376",298776.1875
"377",454429.03125
"378",687511.6875
"379",1236950.5
"380",445126.25
"381",570427
"382",395231.65625
"383",840349.6875
"384",289106.34375
"385",451020.875
"386",627759.3125
"387",751208.625
"388",884619.375
"389",393942.5
"390",538845.75
"391",1585725.75
"392",560729.125
"393",394886.46875
"394",1391750
"395",462511.75
"396",788584.6875
"397",449411.1875
"398",230094.234375
"399",396700.84375
"400",438101.78125
"401",889411.375
"402",381614.78125
"403",386394.96875
"404",371201.84375
"405",357881.40625
"406",314427.875
"407",415277.09375
"408",348668.8125
"409",703135.6875
"410",307813.09375
"411",648442.0625
"412",1381226.5
"413",837269.5
"414",377871.625
"415",887347.75
"416",289472.40625
"417",1567354.25
"418",323497.375
"419",484069.28125
"420",616812.5625
"421",373178.4375
"422",553760.125
"423",528030.5
"424",367493.34375
"425",697791.125
"426",396775.21875
"427",506031.84375
"428",506865.46875
"429",405547.34375
"430",304097.5
"431",384979.8125
"432",265507.78125
"433",1041765.375
"434",414229.84375
"435",884966.875
"436",1213909.625
"437",300098.78125
"438",373842.96875
"439",409001.3125
"440",819064.3125
"441",496024.5
"442",372528.46875
"443",285113.34375
"444",433499.3125
"445",466952.5625
"446",304391.25
"447",386469.5625
"448",722416.9375
"449",741835.625
"450",563965.875
"451",517007.3125
"452",614559
"453",454176.96875
"454",803582.25
"455",238861.359375
"456",420735.21875
"457",524595.5
"458",458012.03125
"459",794481.6875
"460",354245.34375
"461",542412.3125
"462",353333.59375
"463",556994.25
"464",541605.625
"465",507759.40625
"466",541335.0625
"467",484262.5625
"468",346760.03125
"469",559750.4375
"470",418519.28125
"471",569249.9375
"472",334124.15625
"473",456195.3125
"474",853820.5
"475",437981.6875
"476",1313273.375
"477",401170.375
"478",399793.5625
"479",540182.5625
"480",460993.59375
"481",424487.96875
"482",387177.59375
"483",597874.4375
"484",306921.125
"485",639998.625
"486",475157.6875
"487",412549.0625
"488",900812.8125
"489",578909.5625
"490",342624.125
"491",459817.46875
"492",497669.78125
"493",468064.53125
"494",298387.03125
"495",871431.375
"496",386591.65625
"497",459545.90625
"498",971791.0625
"499",784801.1875
"500",353769.15625
"501",445596.65625
"502",455000.96875
"503",208358.96875
"504",537808.5625
"505",641308.4375
"506",380579.46875
"507",626966.75
"508",878407.4375
"509",446724.6875
"510",2372937.25
"511",340537.25
"512",328487.59375
"513",470907.78125
"514",479561.71875
"515",409425.28125
"516",286946.9375
"517",670049.375
"518",984553.875
"519",421347.75
"520",357171.375
"521",493722.375
"522",231217.421875
"523",273656.8125
"524",440170.1875
"525",390458.875
"526",466694.71875
"527",609237.3125
"528",605921.125
"529",833440.3125
"530",417049.96875
"531",553818.5
"532",552359.8125
"533",980042.4375
"534",864032.1875
"535",376224
"536",1715862.875
"537",476558.4375
"538",380534.34375
"539",361763.34375
"540",639273.1875
"541",618050.5
"542",359875.96875
"543",331293.1875
"544",400431.65625
"545",593278.4375
"546",753575.9375
"547",266746.96875
"548",330135.46875
"549",341026.625
"550",498291.59375
"551",686302.75
"552",1435001.375
"553",298625
"554",785136.125
"555",759851.375
"556",364571.28125
"557",535716.75
"558",693225.3125
"559",384662.46875
"560",1314669.375
"561",333582.84375
"562",515078.96875
"563",815570.5625
"564",270627.15625
"565",388487.03125
"566",346972.25
"567",297451.28125
"568",376324.3125
"569",530366.5625
"570",583818.5625
"571",307298.8125
"572",420197.28125
"573",349395.46875
"574",323571.25
"575",953621.3125
"576",849359.0625
"577",391793.25
"578",1047894.25
"579",552065.5
"580",441812.84375
"581",695792.875
"582",653956.5625
"583",553762.625
"584",446599.34375
"585",312857.4375
"586",416137.125
"587",236677.40625
"588",380941.875
"589",879858
"590",348247.125
"591",1524172.375
"592",641838.125
"593",665277.4375
"594",481221.03125
"595",465791.9375
"596",295946.1875
"597",293974.09375
"598",1107684.125
"599",636812.8125
"600",334540.53125
"601",586715.75
"602",1155402.375
"603",912755.0625
"604",298579.3125
"605",646659.8125
"606",266313.75
"607",659060.5625
"608",322352.40625
"609",439491.5625
"610",555675.375
"611",749143.8125
"612",434116.9375
"613",516558.40625
"614",550989.5625
"615",332056.9375
"616",750036.9375
"617",440129.59375
"618",491426.25
"619",342479.46875
"620",521128.71875
"621",569888.0625
"622",333839.96875
"623",396315.75
"624",570876.5
"625",617474.5625
"626",633560.0625
"627",420132
"628",511646.71875
"629",1702776.75
"630",619935.125
"631",375667.3125
"632",869447
"633",273819.21875
"634",351059.0625
"635",873587.5625
"636",1308301.5
"637",422764.03125
"638",768754.5
"639",290069.09375
"640",711660.5625
"641",484380.28125
"642",383842.5
"643",404048.46875
"644",346688.6875
"645",362727.125
"646",328729.28125
"647",352673.5
"648",1386875.5
"649",728922
"650",458260.21875
"651",485879.03125
"652",405848.53125
"653",688404.6875
"654",356313.71875
"655",237568.5625
"656",790446.6875
"657",756829.125
"658",936451.375
"659",332938.71875
"660",369267.90625
"661",876415.8125
"662",419930.34375
"663",532991.1875
"664",531393.75
"665",301550.15625
"666",613217.125
"667",880919.3125
"668",403690.46875
"669",625795.9375
"670",571120.8125
"671",1405576.25
"672",1358301.5
"673",274715.8125
"674",505312.25
"675",261487.109375
"676",1069876.375
"677",354684
"678",436901.84375
"679",359021.25
"680",452175.6875
"681",332963.53125
"682",326109.625
"683",1034679.9375
"684",281949.34375
"685",1069351.875
"686",1128745.625
"687",1096643
"688",553022.1875
"689",501908.25
"690",337866.75
"691",352067.15625
"692",460797.28125
"693",533831.0625
"694",283504.625
"695",360804.46875
"696",1175726.25
"697",357996.34375
"698",822873.75
"699",978004.75
"700",327929.21875
"701",757189.875
"702",499172.90625
"703",586397.5625
"704",595413.8125
"705",505196.09375
"706",702649.5
"707",379134.875
"708",951153.375
"709",398160.71875
"710",956003.3125
"711",492473.1875
"712",502976.25
"713",1258864.875
"714",388820.25
"715",674154.25
"716",431103.90625
"717",535729.625
"718",484964.53125
"719",459032.65625
"720",358300.09375
"721",627566.4375
"722",481021.40625
"723",512650.96875
"724",358602.40625
"725",497966.21875
"726",380691.15625
"727",384373.96875
"728",454075.0625
"729",2230804
"730",1933033.625
"731",459423.8125
"732",365809.5625
"733",600723.125
"734",591046.125
"735",1024033.5625
"736",296973.15625
"737",532531.9375
"738",760152.8125
"739",303133.125
"740",486655.90625
"741",445497.59375
"742",279271.15625
"743",341744.46875
"744",309361.6875
"745",687357.375
"746",376608.75
"747",317464.53125
"748",337873.28125
"749",328998
"750",455970.0625
"751",738846.5625
"752",975145.25
"753",363076.9375
"754",1520311.625
"755",355450.34375
"756",668767.3125
"757",597975.5
"758",489488.0625
"759",425944.03125
"760",995512.5
"761",336476.21875
"762",745987.9375
"763",282546.5
"764",1070991
"765",434711.875
"766",641305.9375
"767",662887.0625
"768",387379.875
"769",1262109.875
"770",892740.5
"771",626277.875
"772",481697.78125
"773",266258.8125
"774",442580.0625
"775",306881.15625
"776",464102.3125
"777",521621.8125
"778",376372.5
"779",369356.03125
"780",260063.859375
"781",962200.6875
"782",672491.1875
"783",355531.8125
"784",409736.125
"785",374768.78125
"786",218486.34375
"787",743632.6875
"788",905744.5625
"789",338426.4375
"790",799909.25
"791",397419.5625
"792",216932.828125
"793",556212.125
"794",355938.53125
"795",624973.1875
"796",379349.4375
"797",435061.96875
"798",389038.8125
"799",410553.5
"800",1409864.125
"801",428504.875
"802",373906.78125
"803",593053.75
"804",692672.875
"805",346924.6875
"806",368929.34375
"807",261708.515625
"808",540506.5625
"809",924892.9375
"810",677915
"811",556441.6875
"812",518912.34375
"813",439774.78125
"814",655578.75
"815",341831.5625
"816",1012873.8125
"817",263122.40625
"818",458460.125
"819",459842.90625
"820",527251.625
"821",961610.875
"822",471520.34375
"823",307621.84375
"824",504171.15625
"825",433821.78125
"826",232505.15625
"827",410149.0625
"828",797164.0625
"829",535808.1875
"830",289444.09375
"831",365512.71875
"832",439365.875
"833",755863.4375
"834",332800.28125
"835",692983.4375
"836",1183460.875
"837",1307527.75
"838",730050.9375
"839",587464.6875
"840",741955.25
"841",571672.125
"842",1053257
"843",812625.875
"844",456321.375
"845",304525.875
"846",279630.90625
"847",373176.84375
"848",420927.5
"849",265845.25
"850",1036715.9375
"851",266086
"852",1768520
"853",210869.0625
"854",284309.21875
"855",430443.25
"856",704915.5
"857",586898.9375
"858",472343.90625
"859",467015.40625
"860",453232.03125
"861",1404430.625
"862",671427
"863",1088637.875
"864",355576.59375
"865",360018.09375
"866",369305.15625
"867",844730.1875
"868",355039.625
"869",1997199.25
"870",605114.1875
"871",636277.125
"872",468808.625
"873",266392.09375
"874",362183.375
"875",823142.375
"876",290674.875
"877",469701.78125
"878",473715.78125
"879",414826.15625
"880",420319.5625
"881",473272.375
"882",514679.5625
"883",565098.6875
"884",2774896.75
"885",397346.90625
"886",2063687.875
"887",808298.5625
"888",302465.1875
"889",443489.8125
"890",309175.375
"891",335837.96875
"892",591202.5625
"893",824051.875
"894",556581.875
"895",417626.4375
"896",357409.40625
"897",2051880.5
"898",270778.0625
"899",263538.46875
"900",322651.15625
"901",746436.9375
"902",571762.625
"903",402335.6875
"904",1124371.125
"905",318329.0625
"906",254828.5625
"907",303054.90625
"908",342358.09375
"909",1876378.75
"910",382904.53125
"911",636578.8125
"912",643255.3125
"913",1161611.25
"914",352181.6875
"915",450336.28125
"916",896767.25
"917",496912.15625
"918",318317.21875
"919",328473.6875
"920",483341.75
"921",1253243.5
"922",349559.34375
"923",591586.6875
"924",438176.75
"925",342557.09375
"926",766588
"927",649516
"928",488609.09375
"929",697648.625
"930",824904.75
"931",290455.125
"932",497649.5
"933",1232471
"934",592454.625
"935",443333.3125
"936",557869.25
"937",1008178.125
"938",316942
"939",641713.25
"940",613252.5
"941",455073.3125
"942",518793.40625
"943",1133768.75
"944",1048202.125
"945",238507.078125
"946",436175.375
"947",599873.9375
"948",360959.1875
"949",457469.4375
"950",467939.875
"951",638329.9375
"952",390828.78125
"953",418511.25
"954",948896.125
"955",259741.203125
"956",585283.625
"957",816448.625
"958",393613.59375
"959",851863.875
"960",502406.90625
"961",917968.75
"962",1746620.125
"963",731614.625
"964",375316.84375
"965",826220.125
"966",343606.6875
"967",422040.3125
"968",762215.9375
"969",470328.59375
"970",983900.4375
"971",789009.9375
"972",706609.3125
"973",564265.9375
"974",303762.6875
"975",476320.25
"976",527329.875
"977",617236.6875
"978",591279.875
"979",401037.78125
"980",508965.15625
"981",361061.875
"982",263116.59375
"983",678743.75
"984",376161.59375
"985",359080.15625
"986",955888.8125
"987",508594.5
"988",624574.0625
"989",562735.125
"990",523108.40625
"991",894111.25
"992",343461.90625
"993",437867.21875
"994",621963.5625
"995",581935.875
"996",1047777.4375
"997",737581.5625
"998",495836.75
"999",634500.5
"1000",420872.09375
"1001",537611.125
"1002",278471.71875
"1003",508055.65625
"1004",273677.15625
"1005",625435.0625
"1006",742265.5
"1007",569031.3125
"1008",574208.5625
"1009",775245.5625
"1010",392717.0625
"1011",712879.6875
"1012",667977.75
"1013",963325.75
"1014",444895.9375
"1015",413724.5
"1016",894673.125
"1017",350474.65625
"1018",459036.71875
"1019",643250.75
"1020",287472.3125
"1021",645077.6875
"1022",341342.9375
"1023",488929.4375
"1024",502888.875
"1025",774236.0625
"1026",1057035.875
"1027",561238.25
"1028",812618.6875
"1029",352107.5625
"1030",502626.625
"1031",273450.53125
"1032",469542.75
"1033",235858.828125
"1034",260152.140625
"1035",536973.3125
"1036",305856.65625
"1037",563461.6875
"1038",381229.65625
"1039",373309.8125
"1040",569017.0625
"1041",934192.5625
"1042",473519.0625
"1043",343626
"1044",514629.53125
"1045",396605.625
"1046",869433
"1047",600122.125
"1048",1191372.625
"1049",307772.78125
"1050",1248622.25
"1051",584911.8125
"1052",411781.40625
"1053",537790.3125
"1054",195409.71875
"1055",401552.90625
"1056",356631.0625
"1057",276480.71875
"1058",688079.8125
"1059",413127.53125
"1060",297618.65625
"1061",326412.40625
"1062",873520
"1063",450062.65625
"1064",431831.875
"1065",442203.1875
"1066",285915.5
"1067",599216.625
"1068",602112.1875
"1069",1000028.25
"1070",641050.9375
"1071",691790.375
"1072",239190.484375
"1073",1115710.125
"1074",429204.46875
"1075",738734.0625
"1076",485749.125
"1077",716154.125
"1078",481645.1875
"1079",579611.3125
"1080",353605.46875
"1081",423406.90625
"1082",401432.03125
"1083",452827.625
"1084",375976.5
"1085",466387.40625
"1086",544486.1875
"1087",909909.25
"1088",698191
"1089",802542.1875
"1090",617414.25
"1091",392193.78125
"1092",374362.40625
"1093",285005.8125
"1094",386124.9375
"1095",364235.15625
"1096",402964.1875
"1097",1364723.125
"1098",417283.53125
"1099",590510.1875
"1100",395575.6875
"1101",611214.25
"1102",331953.71875
"1103",482724.5
"1104",492822.40625
"1105",755624.5
"1106",704200.5625
"1107",1068355
"1108",536768.125
"1109",440278.15625
"1110",606018.1875
"1111",546665.1875
"1112",397628.84375
"1113",1121362.25
"1114",720792.8125
"1115",1000403.5625
"1116",448454.78125
"1117",528831.0625
"1118",502143.59375
"1119",1594900.875
"1120",298991.53125
"1121",340250.25
"1122",459692.75
"1123",370645.28125
"1124",366901.40625
"1125",785995.0625
"1126",570624.3125
"1127",605237.625
"1128",300217.53125
"1129",421345.28125
"1130",620934.3125
"1131",454525.9375
"1132",374463.125
"1133",771226.4375
"1134",515640.84375
"1135",752607.1875
"1136",347014.03125
"1137",309188.5
"1138",688954.9375
"1139",267418.3125
"1140",1075442.625
"1141",323170.71875
"1142",289424.15625
"1143",576604.125
"1144",445198.40625
"1145",570025.875
"1146",463573.5625
"1147",518640.65625
"1148",290783.1875
"1149",665296.6875
"1150",828344.3125
"1151",553675.5625
"1152",2085000.125
"1153",524218.4375
"1154",552031.375
"1155",323704.90625
"1156",767297
"1157",502487.5
"1158",356681.625
"1159",376607.78125
"1160",660802.1875
"1161",908425.9375
"1162",926920.5
"1163",680423.375
"1164",468943.4375
"1165",382148.59375
"1166",494249.84375
"1167",882066.4375
"1168",474546
"1169",832373.5
"1170",736365.6875
"1171",282287.53125
"1172",526408.4375
"1173",525536.4375
"1174",700594.25
"1175",336347.4375
"1176",905295.625
"1177",403641.0625
"1178",986628.125
"1179",640056.9375
"1180",369192.78125
"1181",555766.25
"1182",917653.4375
"1183",817222.9375
"1184",628554.4375
"1185",539481.0625
"1186",470585.90625
"1187",476792.21875
"1188",477935.71875
"1189",650141
"1190",895467.3125
"1191",464161.21875
"1192",1809454.125
"1193",1278952.75
"1194",351404.5625
"1195",1016129.3125
"1196",584937.375
"1197",489254.46875
"1198",881832.3125
"1199",735839
"1200",336394.125
"1201",1194971.875
"1202",1054607.25
"1203",278734.40625
"1204",299076.1875
"1205",359268.09375
"1206",526667
"1207",368212.46875
"1208",561027.125
"1209",328955.46875
"1210",304732.5625
"1211",380912.96875
"1212",388112.96875
"1213",376352.25
"1214",539347.6875
"1215",489562.9375
"1216",358601.9375
"1217",607587.5
"1218",321208.65625
"1219",444438.8125
"1220",913909.625
"1221",764064.0625
"1222",396474.25
"1223",410412.65625
"1224",483687.15625
"1225",931565.25
"1226",336267.46875
"1227",983972.0625
"1228",532045.5625
"1229",531921.75
"1230",483452.34375
"1231",247117.046875
"1232",822352.5625
"1233",571633.0625
"1234",374567
"1235",744942.625
"1236",421762.1875
"1237",573712
"1238",451218.875
"1239",564477.4375
"1240",472995
"1241",416072
"1242",405466.625
"1243",468731.28125
"1244",531284.1875
"1245",364057.59375
"1246",866978.375
"1247",409947.78125
"1248",357342.5625
"1249",546052.125
"1250",378771.09375
"1251",420762.75
"1252",747551.6875
"1253",703711.5
"1254",308672.5625
"1255",498053.65625
"1256",285552.34375
"1257",531449.75
"1258",469148.75
"1259",337679.40625
"1260",361565.71875
"1261",345166.5625
"1262",1012217.625
"1263",830609.0625
"1264",247402.09375
"1265",572879.875
"1266",266917.4375
"1267",362485.1875
"1268",285476.34375
"1269",406700.65625
"1270",308139.3125
"1271",362595.5
"1272",1591532.125
"1273",390208.09375
"1274",404501.3125
"1275",432720.5
"1276",297858.21875
"1277",327575.03125
"1278",353903.84375
"1279",480783.3125
"1280",640712.4375
"1281",428074.53125
"1282",428881.6875
"1283",268200.46875
"1284",677084.3125
"1285",471039.71875
"1286",320724.25
"1287",271171.9375
"1288",365172.875
"1289",620564.0625
"1290",454333.40625
"1291",573493.3125
"1292",922868.625
"1293",575683.875
"1294",503853.6875
"1295",915791.25
"1296",329566.8125
"1297",468516.40625
"1298",301131.6875
"1299",379997.34375
"1300",651815.0625
"1301",549263.875
"1302",781807.875
"1303",417741.65625
"1304",220572.484375
"1305",327252.46875
"1306",1217379.625
"1307",937387.0625
"1308",263934.125
"1309",368055.625
"1310",935459.5625
"1311",633545.9375
"1312",449112.46875
"1313",359952.90625
"1314",569362.75
"1315",1186365.25
"1316",883724.1875
"1317",320476.53125
"1318",541447.25
"1319",413402.78125
"1320",578689.125
"1321",382369.28125
"1322",324967.8125
"1323",410163.8125
"1324",260040.453125
"1325",360064.03125
"1326",662338.1875
"1327",225676.984375
"1328",457692.03125
"1329",713175.5
"1330",512308.6875
"1331",283356.46875
"1332",556305.6875
"1333",934779.9375
"1334",372148.78125
"1335",966393.4375
"1336",753598.125
"1337",689897.125
"1338",783189.6875
"1339",321005.75
"1340",336267.46875
"1341",628546.75
"1342",223991.90625
"1343",461881.84375
"1344",505867.96875
"1345",442210.5625
"1346",560172.125
"1347",586644.875
"1348",391696.625
"1349",730322
"1350",880990.125
"1351",420435.625
"1352",1083405.625
"1353",503929.1875
"1354",447915.15625
"1355",320103.8125
"1356",306448.4375
"1357",407256.25
"1358",526842.5
"1359",660681.5
"1360",395036.59375
"1361",826290.1875
"1362",571202.75
"1363",539395.9375
"1364",309619.65625
"1365",550639.6875
"1366",837808
"1367",498696.46875
"1368",462627.96875
"1369",933025.5625
"1370",838185.4375
"1371",482176.28125
"1372",570895.9375
"1373",376863.90625
"1374",864294.5625
"1375",598015.5625
"1376",535894.0625
"1377",694137.125
"1378",656830.5
"1379",581045.375
"1380",1092000.125
"1381",559283.0625
"1382",422449.3125
"1383",393131.90625
"1384",272946.0625
"1385",1049412.875
"1386",548800.4375
"1387",631102.5625
"1388",624724.5
"1389",397696.1875
"1390",268454.4375
"1391",570320.75
"1392",461869.46875
"1393",303276.71875
"1394",365045
"1395",1233035.75
"1396",304068.09375
"1397",803412.25
"1398",627640.1875
"1399",557730
"1400",1148413.875
"1401",347818.4375
"1402",942752
"1403",483967.8125
"1404",804536.125
"1405",317054.59375
"1406",270590.46875
"1407",338750.1875
"1408",816315.5625
"1409",337185.5
"1410",327488
"1411",260048.1875
"1412",623085.375
"1413",517952.28125
"1414",533883
"1415",410189.375
"1416",848672.625
"1417",456448.34375
"1418",1092464.875
"1419",609539.375
"1420",323856
"1421",480185.5625
"1422",504405.84375
"1423",397382.90625
"1424",351539.6875
"1425",444963.65625
"1426",665767.1875
"1427",669616.875
"1428",702776.125
"1429",1444213.25
"1430",517379.46875
"1431",442943.6875
"1432",642177.1875
"1433",347455.9375
"1434",324694.96875
"1435",438776.28125
"1436",810303.625
"1437",517713
"1438",637377.0625
"1439",725502.625
"1440",1045744
"1441",413769.40625
"1442",330304.1875
"1443",479775.375
"1444",398879
"1445",1081210.5
"1446",280562.6875
"1447",564026.8125
"1448",499207.09375
"1449",321398.65625
"1450",368631.625
"1451",463326.4375
"1452",478668.15625
"1453",228645.609375
"1454",427593.34375
"1455",650667.3125
"1456",656536.25
"1457",469475.84375
"1458",796913.125
"1459",670170.25
"1460",328812.4375
"1461",500067.1875
"1462",500257.15625
"1463",237822.921875
"1464",427906.65625
"1465",463835.5625
"1466",486214.5
"1467",446435.0625
"1468",565272.25
"1469",427831.5
"1470",382343.46875
"1471",475151
"1472",325688.09375
"1473",788704.8125
"1474",441182.6875
"1475",728695.3125
"1476",467091.34375
"1477",675088.5625
"1478",813838.4375
"1479",702486.75
"1480",286468.71875
"1481",762679.25
"1482",480357.03125
"1483",369917.125
"1484",1733508.375
"1485",823231.5
"1486",989978.1875
"1487",909338.3125
"1488",459438.3125
"1489",1006181.6875
"1490",291742.25
"1491",683458.6875
"1492",432935.65625
"1493",550552.8125
"1494",841867.25
"1495",306875.1875
"1496",473620.375
"1497",344539.90625
"1498",305178.9375
"1499",398627.96875
"1500",1011447.25
"1501",420112.40625
"1502",1013285.125
"1503",803534.125
"1504",461282.84375
"1505",523450.5625
"1506",602294.0625
"1507",541582.625
"1508",604784.625
"1509",332916.1875
"1510",395353.59375
"1511",478065.0625
"1512",541714.9375
"1513",304734.9375
"1514",370517.71875
"1515",382281
"1516",930291.0625
"1517",422258.875
"1518",851457.375
"1519",601902.6875
"1520",997013.0625
"1521",1096644.625
"1522",547418.4375
"1523",466079.0625
"1524",303557.5
"1525",443594.46875
"1526",330733.375
"1527",1122918.5
"1528",531880.6875
"1529",951041.1875
"1530",373694.125
"1531",559456.375
"1532",578120.9375
"1533",723359.5
"1534",751095.3125
"1535",431361.0625
"1536",385111
"1537",454775
"1538",999138.0625
"1539",524564.9375
"1540",357138.34375
"1541",1124756.5
"1542",314727.65625
"1543",1784160.25
"1544",1346553.125
"1545",455473.1875
"1546",633437.5
"1547",785787.75
"1548",754093.75
"1549",642124.25
"1550",447954.1875
"1551",359659.0625
"1552",1260769.5
"1553",1556745.625
"1554",1698680.875
"1555",440662.28125
"1556",365604.96875
"1557",266861.3125
"1558",339458.46875
